recorded_time,agg_level,product_type,country,year,quarter,month,brand,brand_tier,parent_company,product_category,total_market_size_rev,market_share_rev_pct,average_unit_price,market_share_unit_sold,market_share_unit_pct
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Fila,,,,3503805.6109573483,0.3305905446671323,79.3,44184.1817270788,0.4890421206108153
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Merrell,,,,3237937.6922359145,0.3055054144348017,109.01,29703.12533011572,0.3287619874898834
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Salomon,,,,3075364.672841229,0.2901663491448227,116.28,26447.924603037744,0.2927325714328594
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,La Sportiva,,,,2922271.4105658308,0.2757217164853461,156.04,18727.70706591791,0.2072831773657509
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Reebok,,,,2883085.3891805178,0.2720244428373457,103.03,27982.969903722387,0.3097228557322835
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Mizuno,,,,2754138.3382464675,0.2598580499106957,131.67,20916.97682271184,0.2315145896631404
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Keds,,,,2683645.428904007,0.2532069134373092,57.71,46502.26007457992,0.5146992201992231
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Anta Sports,,,,2489431.690763125,0.2348824877691024,119.49,20833.8077727268,0.2305940527880862
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Timberland,,,,2445768.1010586447,0.2307627472625557,133.38,18336.842862937807,0.2029569897749757
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,The North Face,,,,2189678.7658348707,0.2066002444826314,132.31,16549.608992781126,0.1831754161953696
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Champion,,,,2027627.253492284,0.1913103843482872,82.93,24449.864385533387,0.2706175165041045
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Diadora,,,,1976415.0249046977,0.1864784157911725,112.86,17512.094851184633,0.1938284623049256
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Lululemon,,,,1813956.6743522703,0.1711501697187038,135.09,13427.7642634708,0.1486220193242908
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Wilson Sporting Goods,,,,1788379.329937518,0.1687368999314848,124.45,14370.263800221115,0.1590538515798739
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Athletic Propulsion Labs,,,,1554303.5505266057,0.1466514168878939,147.06,10569.179590144196,0.1169824538520971
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Li-Ning,,,,1523783.8439563832,0.1437718260833761,114.0,13366.524946985815,0.1479442064956282
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,British Knights,,,,1499113.0240982368,0.1414440885659797,81.65,18360.23299569181,0.2032158779036287
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,AND1,,,,1434750.447738029,0.1353713603562411,74.67,19214.549989795487,0.2126716826314611
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Spira,,,,1356799.2378045637,0.1280165194173555,116.28,11668.380098078462,0.1291486935868755
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,VEJA,,,,1350305.8356964565,0.1274038549096703,136.16,9917.052259815337,0.1097645373927131
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,K-Swiss,,,,1329435.9282182602,0.1254347405105172,106.88,12438.584657730727,0.1376735198127649
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Macbeth Footwear,,,,1210541.6409628429,0.1142168444438345,108.8,11126.301847084953,0.1231488292227382
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Craft,,,,1046374.9254994276,0.0987274109799627,117.56,8900.77343909006,0.0985160966568568
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,KangaROOs,,,,875856.7438196387,0.0826387049225031,111.81,7833.438367048016,0.0867025519304227
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Cariuma,,,,869441.1946836154,0.0820333859868339,113.07,7689.406515288011,0.0851083695903422
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Heelys,,,,830566.499348274,0.0783654865278888,66.26,12534.960750804014,0.1387402357072421
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Kappa,,,,777929.6490187512,0.0733991022725577,111.36,6985.718830987349,0.0773197695998799
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Topo Athletic,,,,573552.9720949888,0.0541157845193721,129.96,4413.303878847251,0.0488476057142563
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Autry,,,,472650.2547354273,0.0445954263733684,102.6,4606.7276290002665,0.0509884705499031
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Altra Running,,,,458547.8785553413,0.0432648410783692,143.85,3187.680768545995,0.035282087433672
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Arc'teryx,,,,249495.82057584653,0.0235403924688064,155.18,1607.7833520804647,0.0177953681442134
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Xero Shoes,,,,226549.3545455466,0.021375350926713,126.54,1790.3378737596538,0.019815929506208
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q1,March,Lacoste,,,,91558.167252508,0.0086386825473633,117.56,778.8207490005783,0.0086201924711332
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Nike,,,,269683878.91219115,21.85,144.4,1867616.889973623,19.72295963051817
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Skechers,,,,117870985.9776396,9.55,109.96,1071944.2158752235,11.320261992368836
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Jordan Brand,,,,105651899.47315133,8.559999999999999,172.31,613150.1333245389,6.475169180536544
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Hoka One One,,,,87631832.50693625,7.1,159.6,549071.632248974,5.798468462802443
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Under Armour,,,,80596600.88313997,6.529999999999999,136.8,589156.4392042395,6.221783883443655
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Asics,,,,74055069.72417149,6.000000000000001,129.2,573181.6542118536,6.053082239545218
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Adidas,,,,71586567.40003243,5.8,159.12,449890.44369050045,4.751065974343896
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,New Balance,,,,62699959.03313185,5.08,123.74,506707.2816642303,5.351079932080909
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Saucony,,,,62329683.684511,5.05,140.12,444830.74282408645,4.697633026469779
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Puma,,,,61712558.10347624,5.0,127.78,482959.4467324795,5.100291029824973
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Converse,,,,49370046.48278099,4.0,73.47,671975.588441282,7.096395130431851
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,On,,,,49370046.48278099,4.0,154.85,318824.9692139554,3.3669496301764816
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Brooks Sports,,,,41100563.69691518,3.3300000000000005,135.22,303953.28869187384,3.209897315994893
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Vans,,,,24685023.241390496,2.0,66.74,369868.4932782514,3.905994532760175
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Allbirds,,,,13576762.782764772,1.1,108.78,124809.36553378167,1.3180487342712606
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Fila,,,,4080317.639246052,0.3305905446671323,88.11,46309.359201521416,0.4890497761881301
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Merrell,,,,3770704.1278468575,0.3055054144348016,121.12,31131.96935144367,0.3287690200454999
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Salomon,,,,3581381.536254689,0.2901663491448227,129.2,27719.67133324063,0.2927334624203672
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,La Sportiva,,,,3403098.4897984248,0.2757217164853461,173.38,19627.97606297396,0.2072811515022654
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Reebok,,,,3357464.8468330894,0.2720244428373457,114.48,29327.95987799693,0.3097177862464927
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Mizuno,,,,3207301.000753967,0.2598580499106956,146.3,21922.7682895008,0.2315152943220249
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Keds,,,,3125209.2715403643,0.2532069134373091,64.12,48740.00735402938,0.5147186248932761
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Anta Sports,,,,2899039.834787955,0.2348824877691023,132.76,21836.6965561009,0.2306063341748509
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Timberland,,,,2848191.889711654,0.2307627472625557,148.2,19218.56875648889,0.2029576075133491
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,The North Face,,,,2549965.918365357,0.2066002444826314,147.01,17345.526959835097,0.1831773581806297
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Champion,,,,2361250.641978409,0.1913103843482872,92.15,25623.98960367237,0.2706020250936931
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Diadora,,,,2301612.013911387,0.1864784157911725,125.4,18354.162790361937,0.1938290522588815
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Lululemon,,,,2112422.9586370657,0.1711501697187038,150.1,14073.437432625356,0.1486224716838009
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Wilson Sporting Goods,,,,2082637.1482444424,0.1687368999314848,138.28,15061.01495693117,0.1590517796154537
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Athletic Propulsion Labs,,,,1810046.8171302543,0.1466514168878939,163.4,11077.397901653943,0.1169828099105449
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Li-Ning,,,,1774505.4341626454,0.143771826083376,126.67,14008.88477273739,0.1479407636140956
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,British Knights,,,,1745775.3068042526,0.1414440885659797,90.72,19243.55496918268,0.2032214742983009
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,AND1,,,,1670822.5883062305,0.1353713603562411,82.97,20137.67130657141,0.2126637857926855
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Spira,,,,1580045.3785496692,0.1280165194173555,129.2,12229.453394347283,0.1291490866755983
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,VEJA,,,,1572483.5597439767,0.1274038549096702,151.29,10393.836735699497,0.1097640653417378
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,K-Swiss,,,,1548179.7423899516,0.1254347405105172,118.75,13037.303093810118,0.137680379734453
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Macbeth Footwear,,,,1409722.7298271698,0.1142168444438345,120.89,11661.202165829844,0.1231480721740641
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Craft,,,,1218544.217301346,0.0987274109799627,130.62,9328.925258776191,0.0985180725569271
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,KangaROOs,,,,1019969.1758252012,0.0826387049225031,124.23,8210.329033447646,0.0867051422319521
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Cariuma,,,,1012498.0198274762,0.0820333859868339,125.64,8058.723494328846,0.0851041126290097
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Heelys,,,,967226.9281319045,0.0783654865278888,73.62,13138.100083291283,0.1387448458811705
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Kappa,,,,905929.2727476426,0.0733991022725577,123.74,7321.232202583179,0.0773158392132751
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Topo Athletic,,,,667924.6992933904,0.0541157845193721,144.4,4625.517308125972,0.0488477543912767
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Autry,,,,550419.5682431596,0.0445954263733684,114.0,4828.241826694382,0.0509886257430545
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Altra Running,,,,533996.8037773061,0.0432648410783692,159.84,3340.820844452616,0.0352807232584318
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Arc'teryx,,,,290547.5676019707,0.0235403924688064,172.42,1685.1152279432242,0.0177956516627802
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Xero Shoes,,,,263825.51720939466,0.021375350926713,140.6,1876.4261536941297,0.0198159898197753
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,April,Lacoste,,,,106623.03972832931,0.0086386825473633,130.62,816.2841810467717,0.0086203653630715
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Nike,,,,242688735.7458967,21.85,137.88,1760144.5876551836,19.72277330363729
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Skechers,,,,106072193.42669626,9.55,105.0,1010211.3659685358,11.31962106948136
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Jordan Brand,,,,95076227.82539478,8.56,164.52,577900.7283333016,6.475493625275654
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Hoka One One,,,,78859955.32246529,7.1,152.39,517487.7309696522,5.798553867057384
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Under Armour,,,,72528944.82474625,6.530000000000001,130.62,555266.7648503005,6.221875522610166
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Asics,,,,66642215.76546362,6.0,123.37,540181.6954321441,6.052844292738148
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Adidas,,,,64420808.57328151,5.800000000000001,151.94,423988.4729056306,4.750875918445452
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,New Balance,,,,56423742.68142587,5.08,118.15,477560.24275434506,5.351158349565715
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Saucony,,,,56090531.60259855,5.05,133.8,419211.74590880825,4.697351733925363
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Puma,,,,55535179.80455302,5.0,122.0,455206.3918405985,5.10067896444744
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Converse,,,,44428143.84364242,4.000000000000001,70.15,633330.6321260502,7.096596820100788
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,On,,,,44428143.84364242,4.000000000000001,147.86,300474.39364021656,3.366875875355541
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Brooks Sports,,,,36986429.74983232,3.3300000000000005,129.11,286472.2310419976,3.209978833702141
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Vans,,,,22214071.92182121,2.0000000000000004,63.72,348620.08665758336,3.9063580267582414
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Allbirds,,,,12217739.557001663,1.1,103.86,117636.62196227293,1.3181419546097566
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Fila,,,,3671881.0679548616,0.3305905446671323,84.13,43645.32352258245,0.489054608148155
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Merrell,,,,3393259.62438024,0.3055054144348017,115.65,29340.766315436576,0.3287691742217928
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Salomon,,,,3222888.074597688,0.2901663491448227,123.37,26123.75840640097,0.2927219550609842
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,La Sportiva,,,,3062451.020206738,0.2757217164853461,165.55,18498.647056519105,0.2072810522945501
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Reebok,,,,3021385.26884107,0.2720244428373457,109.31,27640.52025286863,0.3097175759112801
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Mizuno,,,,2886252.7050902,0.2598580499106956,139.69,20661.84197215405,0.231520085401191
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Keds,,,,2812378.293099372,0.2532069134373092,61.23,45931.37829657638,0.5146703106213503
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Anta Sports,,,,2608848.238239565,0.2348824877691023,126.77,20579.38185879597,0.2305961032841763
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Timberland,,,,2563090.132283731,0.2307627472625557,141.51,18112.43115174709,0.2029534255816645
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,The North Face,,,,2294716.34500151,0.2066002444826314,140.37,16347.626594012325,0.1831784363781937
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Champion,,,,2124891.318652055,0.1913103843482872,87.99,24149.236488828905,0.2705970407576564
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Diadora,,,,2071222.4701261928,0.1864784157911725,119.74,17297.66552635872,0.1938238132544531
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Lululemon,,,,1900971.0897815968,0.1711501697187038,143.32,13263.8228424616,0.1486237965313813
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Wilson Sporting Goods,,,,1874166.815471576,0.1687368999314848,132.03,14195.00731251667,0.1590579053742405
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Athletic Propulsion Labs,,,,1628862.5610923306,0.1466514168878939,156.02,10440.088200822524,0.1169832832478299
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Li-Ning,,,,1596878.8424738434,0.143771826083376,120.95,13202.80150867171,0.1479400402414353
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,British Knights,,,,1571024.5781605614,0.1414440885659797,86.63,18134.87911994184,0.2032049595698024
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,AND1,,,,1503574.5675541586,0.1353713603562411,79.22,18979.73450585911,0.2126717337016941
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Spira,,,,1421884.0847591783,0.1280165194173555,123.37,11525.363417031518,0.1291440098219237
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,VEJA,,,,1415079.198040345,0.1274038549096703,144.46,9795.647224424372,0.1097621927907058
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,K-Swiss,,,,1393208.1735978047,0.1254347405105172,113.39,12286.869861520458,0.1376768423399171
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Macbeth Footwear,,,,1268610.5985794037,0.1142168444438345,115.43,10990.302335436225,0.1231485430347542
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Craft,,,,1096568.904082047,0.0987274109799627,124.73,8791.540961132423,0.0985109806217944
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,KangaROOs,,,,917871.0673373232,0.0826387049225031,118.62,7737.911543899199,0.0867048515754202
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Cariuma,,,,911147.7681510242,0.0820333859868339,119.96,7595.429877884497,0.0851083159166786
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Heelys,,,,870408.2769595163,0.0783654865278888,70.3,12381.34106628046,0.138735411146293
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Kappa,,,,815246.4684398539,0.0733991022725577,118.15,6900.09706677828,0.0773169722394537
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Topo Athletic,,,,601065.9647095556,0.0541157845193721,137.88,4359.341200388422,0.0488472929164329
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Autry,,,,495323.0044211447,0.0445954263733684,108.85,4550.509916592969,0.0509893767423261
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Altra Running,,,,480544.14570053015,0.0432648410783693,152.62,3148.6315404306783,0.0352810482298639
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Arc'teryx,,,,261463.9856849826,0.0235403924688064,164.64,1588.0951511478536,0.0177949248433167
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Xero Shoes,,,,237416.7914200856,0.021375350926713,134.25,1768.4677200751253,0.0198160356725619
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,May,Lacoste,,,,95950.15770845552,0.0086386825473633,124.73,769.26286946569,0.0086197448162988
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Nike,,,,221002958.67549452,21.85,139.35,1585955.9287800114,19.72243414864552
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Skechers,,,,96593970.49661206,9.55,106.11,910319.2017398176,11.320434688479596
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Jordan Brand,,,,86580564.13099468,8.559999999999999,166.28,520691.3888080026,6.47514942955081
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Hoka One One,,,,71813318.37968016,7.1,154.01,466289.97064917965,5.798631017052639
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Under Armour,,,,66048023.80553684,6.530000000000001,132.01,500325.9132303374,6.221890972807106
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Asics,,,,60687311.30677197,6.0,124.68,486744.55651886406,6.052997620519982
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Adidas,,,,58664400.929879576,5.800000000000001,153.56,382029.1803196117,4.750791125394311
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,New Balance,,,,51381923.573066935,5.08,119.41,430298.3298975541,5.351050632412516
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Saucony,,,,51078487.01653308,5.050000000000001,135.22,377743.580953506,4.697496800027706
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Puma,,,,50572759.42230997,5.0,123.3,410160.2548443632,5.100620054923163
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Converse,,,,40458207.53784798,4.0,70.9,570637.6239470801,7.096264629303538
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,On,,,,40458207.53784798,4.0,149.43,270750.2344766645,3.3669622044945515
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Brooks Sports,,,,33681457.775258444,3.33,130.48,258135.02280240992,3.2100835189007464
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Vans,,,,20229103.76892399,2.0,64.4,314116.5181509936,3.9062512594535774
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Allbirds,,,,11126007.072908197,1.1,104.97,105992.2556245422,1.318085354004437
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Fila,,,,3343775.21654826,0.3305905446671322,85.03,39324.65267021357,0.4890286411068521
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Merrell,,,,3090050.3652848667,0.3055054144348017,116.89,26435.540810033934,0.3287438215327896
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Salomon,,,,2934902.593550224,0.2901663491448227,124.68,23539.481821865767,0.2927293701547637
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,La Sportiva,,,,2788801.6070639538,0.2757217164853461,167.31,16668.46935069006,0.207283684976407
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Reebok,,,,2751405.340920199,0.2720244428373457,110.47,24906.3577525138,0.3097273964191579
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Mizuno,,,,2628347.728416846,0.2598580499106956,141.18,18616.997651344707,0.2315149516837961
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Keds,,,,2561074.463466141,0.2532069134373091,61.88,41387.757974565946,0.5146847503141938
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Anta Sports,,,,2375731.1092920955,0.2348824877691023,128.12,18543.015214580828,0.2305949300673352
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Timberland,,,,2334061.7801881097,0.2307627472625557,143.01,16320.969024460595,0.2029622834946108
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,The North Face,,,,2089668.8921621088,0.2066002444826314,141.87,14729.462833312951,0.1831708280812082
2025-01-15,product.type.country.year.quarter.month.brand,athletic_footwear,USA,2024,Q2,June,Champion,,,,1935018.808527117,0.1913103843482872,88.92,21761.34512513627,0.2706170382342201
